Date,AQI,Temp,Humidity,Is_Festival,Patients,Beds_%
2008-05-10,139,28.6,72.2,0,960,80.0
2008-05-11,146,28.8,70.6,0,886,73.8
2008-05-12,159,28.7,67.6,0,984,82.0
2008-05-13,90,28.7,68.1,0,942,78.5
2008-05-14,162,28.8,68.3,0,997,83.1
2008-05-15,66,29.0,66.4,0,912,76.0
2008-05-16,152,29.6,66.1,0,924,77.0
2008-05-17,157,29.9,67.7,0,955,79.6
2008-05-18,156,29.8,70.2,0,880,73.4
2008-05-19,145,29.6,75.3,0,970,80.8
2008-05-20,155,29.5,78.4,1,1043,86.9
2008-05-21,152,29.8,73.9,0,907,75.6
2008-05-22,121,29.7,74.5,0,938,78.2
2008-05-23,159,30.2,71.5,0,896,74.6
2008-05-24,153,29.9,73.0,0,946,78.8
2008-05-25,137,29.9,71.9,0,878,73.2
2008-05-26,155,30.2,73.0,0,901,75.1
2008-05-27,161,30.5,73.9,0,865,72.1
2008-05-28,155,30.3,74.1,0,952,79.3
2008-05-29,160,30.4,72.5,0,853,71.1
2008-05-30,103,30.3,71.0,0,964,80.3
2008-05-31,113,30.4,69.1,0,923,76.9
2008-06-01,157,30.3,67.9,0,837,69.7
2008-06-02,101,30.4,66.7,0,886,73.9
2008-06-03,137,30.2,69.3,0,894,74.5
2008-06-04,140,29.9,75.1,0,916,76.3
2008-06-05,152,28.5,79.7,0,895,74.6
2008-06-06,152,26.9,87.5,0,948,79.0
2008-06-07,155,26.2,91.8,0,932,77.7
2008-06-08,118,26.2,91.4,0,871,72.6
2008-06-09,84,26.6,90.9,0,925,77.1
2008-06-10,154,26.6,90.5,0,889,74.1
2008-06-11,158,26.4,90.7,0,942,78.5
2008-06-12,162,26.9,89.2,0,870,72.5
2008-06-13,132,27.1,86.8,0,886,73.8
2008-06-14,113,27.2,87.1,0,936,78.0
2008-06-15,155,28.2,83.8,0,858,71.5
2008-06-16,114,28.2,81.3,0,867,72.2
2008-06-17,124,28.1,83.4,0,914,76.2
2008-06-18,148,27.9,81.9,0,937,78.1
2008-06-19,103,27.8,82.8,0,878,73.1
2008-06-20,156,27.9,84.2,0,910,75.9
2008-06-21,64,27.6,84.2,0,957,79.8
2008-06-22,95,27.5,85.5,0,880,73.3
2008-06-23,108,27.7,83.2,0,899,74.9
2008-06-24,157,27.2,85.2,0,830,69.2
2008-06-25,106,27.0,87.2,0,869,72.4
2008-06-26,106,27.0,88.5,0,882,73.5
2008-06-27,150,26.9,88.0,0,908,75.7
2008-06-28,97,26.6,90.3,0,945,78.8
2008-06-29,145,26.4,90.8,0,810,67.5
2008-06-30,98,26.4,91.6,0,864,72.0
2008-07-01,119,26.3,90.4,0,874,72.8
2008-07-02,138,26.0,90.7,0,867,72.3
2008-07-03,110,26.1,90.9,0,863,71.9
2008-07-04,87,26.3,90.1,0,914,76.2
2008-07-05,58,27.0,86.6,0,891,74.2
2008-07-06,137,27.6,82.9,0,880,73.4
2008-07-07,74,27.4,82.6,0,924,77.0
2008-07-08,100,27.5,82.6,0,882,73.5
2008-07-09,114,27.2,84.8,0,830,69.2
2008-07-10,151,26.7,87.0,0,901,75.1
2008-07-11,80,26.6,88.3,0,854,71.1
2008-07-12,159,26.4,89.0,0,867,72.2
2008-07-13,97,26.6,89.6,0,766,63.8
2008-07-14,91,26.8,88.4,0,890,74.2
2008-07-15,80,26.9,87.8,0,875,73.0
2008-07-16,108,26.6,88.0,0,856,71.3
2008-07-17,133,27.0,86.2,0,861,71.7
2008-07-18,92,27.2,85.5,0,866,72.2
2008-07-19,23,27.3,84.0,0,886,73.9
2008-07-20,121,26.9,87.6,0,844,70.4
2008-07-21,108,26.7,86.9,0,860,71.7
2008-07-22,111,26.7,88.3,0,960,80.0
2008-07-23,56,26.9,86.8,0,883,73.5
2008-07-24,107,26.5,89.2,0,890,74.2
2008-07-25,37,25.6,92.7,0,931,77.6
2008-07-26,135,25.8,92.4,0,849,70.8
2008-07-27,152,25.8,91.7,0,814,67.9
2008-07-28,154,25.6,92.2,0,863,71.9
2008-07-29,8,25.8,91.5,0,853,71.1
2008-07-30,71,26.0,90.0,0,804,67.0
2008-07-31,53,26.9,87.0,0,862,71.8
2008-08-01,60,26.2,89.4,0,887,73.9
2008-08-02,8,25.6,92.5,0,841,70.1
2008-08-03,97,26.3,89.7,0,815,67.9
2008-08-04,64,26.2,89.5,0,857,71.5
2008-08-05,45,26.0,91.8,0,821,68.4
2008-08-06,19,25.6,92.5,0,893,74.4
2008-08-07,67,26.1,88.8,0,809,67.4
2008-08-08,70,26.3,89.0,0,893,74.4
2008-08-09,140,25.9,90.2,0,811,67.5
2008-08-10,141,25.4,92.0,0,792,66.0
2008-08-11,116,25.8,90.5,0,872,72.7
2008-08-12,52,25.9,90.6,0,815,67.9
2008-08-13,8,25.9,90.9,0,840,70.0
2008-08-14,88,25.9,89.8,0,831,69.2
2008-08-15,19,26.1,87.4,1,950,79.1
2008-08-16,99,26.1,87.1,0,842,70.2
2008-08-17,53,26.0,89.2,0,800,66.6
2008-08-18,34,26.1,87.3,0,845,70.4
2008-08-19,84,26.2,86.4,0,872,72.7
2008-08-20,136,26.4,84.9,0,899,75.0
2008-08-21,98,26.2,85.8,0,813,67.8
2008-08-22,91,26.1,87.6,0,781,65.1
2008-08-23,69,25.6,88.1,0,826,68.9
2008-08-24,53,26.0,87.4,1,896,74.7
2008-08-25,55,26.5,87.5,0,902,75.1
2008-08-26,62,26.9,84.2,0,897,74.7
2008-08-27,77,26.8,84.6,0,792,66.0
2008-08-28,71,27.0,83.1,0,904,75.4
2008-08-29,62,27.2,82.8,0,830,69.1
2008-08-30,84,27.6,82.2,0,854,71.2
2008-08-31,89,27.7,82.6,0,716,59.7
2008-09-01,33,27.6,80.4,0,806,67.1
2008-09-02,156,27.8,84.9,0,795,66.3
2008-09-03,69,27.4,86.2,0,920,76.7
2008-09-04,80,27.2,88.0,0,871,72.6
2008-09-05,91,26.4,89.4,0,765,63.8
2008-09-06,46,26.0,88.5,0,813,67.8
2008-09-07,8,26.7,86.9,0,699,58.2
2008-09-08,94,26.8,87.9,0,890,74.2
2008-09-09,8,26.4,89.2,0,816,68.0
2008-09-10,110,26.6,91.1,0,858,71.5
2008-09-11,8,26.6,89.2,0,818,68.2
2008-09-12,75,26.9,85.8,0,752,62.6
2008-09-13,37,26.2,86.6,0,799,66.6
2008-09-14,8,26.2,89.5,0,742,61.8
2008-09-15,65,26.2,83.1,0,834,69.5
2008-09-16,8,25.6,89.1,0,837,69.8
2008-09-17,54,26.7,86.9,0,813,67.7
2008-09-18,32,26.7,84.7,0,739,61.6
2008-09-19,87,26.1,89.1,0,834,69.5
2008-09-20,59,26.5,87.9,0,798,66.5
2008-09-21,8,26.6,84.5,0,783,65.3
2008-09-22,38,26.3,84.3,0,837,69.8
2008-09-23,81,26.0,85.0,0,798,66.5
2008-09-24,21,26.1,83.9,0,810,67.5
2008-09-25,70,26.0,82.5,0,754,62.8
2008-09-26,65,26.1,78.1,0,764,63.6
2008-09-27,44,26.0,79.5,0,899,74.9
2008-09-28,8,26.4,78.2,0,731,60.9
2008-09-29,41,26.0,79.7,0,808,67.3
2008-09-30,8,25.7,81.2,0,828,69.0
2008-10-01,79,25.7,83.3,0,834,69.5
2008-10-02,70,25.9,81.5,1,902,75.2
2008-10-03,8,26.5,83.4,0,817,68.1
2008-10-04,76,27.2,86.2,0,786,65.5
2008-10-05,53,26.8,86.7,0,769,64.1
2008-10-06,137,26.8,86.0,0,857,71.4
2008-10-07,103,27.0,86.5,0,842,70.2
2008-10-08,29,27.0,85.5,0,839,69.9
2008-10-09,110,27.2,84.5,1,877,73.1
2008-10-10,62,28.2,84.5,0,822,68.5
2008-10-11,78,28.9,80.5,0,859,71.6
2008-10-12,54,29.6,78.0,0,764,63.7
2008-10-13,155,29.4,73.7,0,801,66.7
2008-10-14,8,29.2,69.3,0,823,68.6
2008-10-15,35,29.2,66.2,0,812,67.7
2008-10-16,57,29.2,62.5,0,737,61.4
2008-10-17,64,29.1,62.6,0,827,69.0
2008-10-18,99,29.2,64.6,0,826,68.8
2008-10-19,98,28.9,68.0,0,831,69.3
2008-10-20,79,28.7,66.4,0,837,69.7
2008-10-21,52,28.5,61.6,0,843,70.3
2008-10-22,52,28.5,54.2,0,737,61.4
2008-10-23,59,28.7,48.0,0,863,71.9
2008-10-24,91,28.3,51.8,0,813,67.7
2008-10-25,26,27.9,55.9,0,813,67.8
2008-10-26,63,26.6,66.3,0,733,61.1
2008-10-27,15,26.6,71.5,0,821,68.4
2008-10-28,72,26.8,75.2,1,941,78.4
2008-10-29,29,27.1,71.6,0,756,63.0
2008-10-30,60,27.5,69.8,0,861,71.7
2008-10-31,8,28.4,56.9,0,795,66.3
2008-11-01,40,28.2,58.4,0,886,73.8
2008-11-02,103,28.4,54.8,0,768,64.0
2008-11-03,92,28.1,56.1,0,803,66.9
2008-11-04,67,28.1,53.8,0,763,63.6
2008-11-05,24,27.8,57.0,0,795,66.3
2008-11-06,13,27.5,65.6,0,850,70.9
2008-11-07,25,27.7,59.8,0,867,72.3
2008-11-08,88,27.1,63.8,0,840,70.0
2008-11-09,110,27.3,62.0,0,794,66.1
2008-11-10,46,27.0,60.9,0,818,68.2
2008-11-11,93,27.2,62.3,0,788,65.7
2008-11-12,102,27.5,64.1,0,828,69.0
2008-11-13,93,26.5,63.5,1,936,78.0
2008-11-14,47,25.9,67.2,0,894,74.5
2008-11-15,67,26.9,59.6,0,849,70.7
2008-11-16,58,27.3,57.9,0,762,63.5
2008-11-17,79,28.5,58.2,0,821,68.4
2008-11-18,74,27.9,78.1,0,845,70.4
2008-11-19,60,28.3,74.9,0,877,73.1
2008-11-20,97,29.2,68.9,0,768,64.0
2008-11-21,47,28.9,67.8,0,830,69.1
2008-11-22,44,29.0,64.2,0,818,68.2
2008-11-23,100,28.9,59.3,0,815,67.9
2008-11-24,8,28.3,57.0,0,799,66.6
2008-11-25,89,27.3,56.9,0,836,69.7
2008-11-26,110,26.5,52.8,0,825,68.7
2008-11-27,84,26.2,46.7,0,818,68.2
2008-11-28,74,27.1,44.5,0,872,72.7
2008-11-29,96,26.2,70.5,0,811,67.6
2008-11-30,121,26.3,84.2,0,802,66.8
2008-12-01,99,26.6,84.9,0,869,72.4
2008-12-02,72,26.7,81.8,0,886,73.8
2008-12-03,64,27.3,79.4,0,842,70.2
2008-12-04,47,28.1,74.0,0,801,66.8
2008-12-05,155,28.0,66.3,0,852,71.0
2008-12-06,76,26.8,66.2,0,927,77.2
2008-12-07,19,26.1,67.7,0,856,71.3
2008-12-08,99,25.7,67.7,0,856,71.4
2008-12-09,84,25.9,66.3,1,948,79.0
2008-12-10,147,26.5,67.0,0,900,75.0
2008-12-11,89,26.1,67.7,0,836,69.7
2008-12-12,95,26.1,69.1,0,830,69.1
2008-12-13,69,26.6,69.5,0,856,71.4
2008-12-14,72,27.4,65.1,0,797,66.4
2008-12-15,85,27.3,65.8,0,832,69.3
2008-12-16,152,26.6,68.0,0,794,66.2
2008-12-17,125,27.4,64.9,0,896,74.7
2008-12-18,94,27.4,59.5,0,867,72.3
2008-12-19,106,25.8,61.6,0,876,73.0
2008-12-20,128,26.0,61.9,0,895,74.6
2008-12-21,89,26.7,58.6,0,793,66.1
2008-12-22,116,27.0,54.7,0,899,74.9
2008-12-23,134,26.6,61.8,0,859,71.6
2008-12-24,161,26.0,63.7,0,818,68.2
2008-12-25,156,25.4,63.4,1,949,79.1
2008-12-26,104,25.2,63.5,0,946,78.8
2008-12-27,157,23.8,67.1,0,940,78.4
2008-12-28,139,22.9,63.8,0,852,71.0
2008-12-29,65,23.6,58.0,0,844,70.3
2008-12-30,109,23.7,58.5,0,910,75.8
2008-12-31,140,23.7,56.7,0,920,76.6
2009-01-01,154,23.7,61.5,0,940,78.4
2009-01-02,116,24.0,66.9,0,815,67.9
2009-01-03,151,24.1,76.7,0,884,73.6
2009-01-04,98,24.6,73.1,0,851,70.9
2009-01-05,73,24.3,64.9,0,886,73.8
2009-01-06,69,23.8,63.2,0,812,67.7
2009-01-07,93,24.3,48.8,1,1045,87.1
2009-01-08,125,24.2,59.5,0,926,77.1
2009-01-09,117,23.8,71.4,0,913,76.1
2009-01-10,59,24.4,72.2,0,874,72.8
2009-01-11,91,24.9,74.7,0,804,67.0
2009-01-12,128,25.2,75.4,0,917,76.4
2009-01-13,138,25.7,68.0,0,902,75.1
2009-01-14,151,25.9,63.8,0,907,75.6
2009-01-15,137,25.8,64.6,0,885,73.8
2009-01-16,148,25.5,64.5,0,923,76.9
2009-01-17,92,25.5,65.5,0,885,73.8
2009-01-18,155,25.4,66.0,0,815,67.9
2009-01-19,116,26.3,60.5,0,948,79.0
2009-01-20,152,26.1,60.4,0,947,79.0
2009-01-21,152,25.9,61.9,0,900,75.0
2009-01-22,72,25.9,64.8,0,989,82.4
2009-01-23,154,26.1,63.5,0,884,73.7
2009-01-24,140,25.8,65.1,0,894,74.5
2009-01-25,133,25.3,68.2,0,891,74.3
2009-01-26,111,25.4,61.6,1,1083,90.3
2009-01-27,126,25.1,56.4,0,904,75.3
2009-01-28,158,25.3,52.6,0,880,73.3
2009-01-29,145,25.6,50.5,0,999,83.2
2009-01-30,145,26.6,48.2,0,932,77.6
2009-01-31,121,26.1,50.5,0,891,74.3
2009-02-01,135,24.8,60.4,0,960,80.0
2009-02-02,157,24.2,61.9,0,946,78.8
2009-02-03,155,23.7,61.8,0,962,80.2
2009-02-04,133,23.2,63.8,0,928,77.4
2009-02-05,144,22.9,70.8,0,946,78.8
2009-02-06,112,23.9,66.6,0,884,73.7
2009-02-07,121,24.9,58.8,0,946,78.8
2009-02-08,108,25.5,59.3,0,913,76.0
2009-02-09,107,25.5,57.2,0,926,77.2
2009-02-10,99,24.2,62.7,0,957,79.7
2009-02-11,95,23.9,62.9,0,863,71.9
2009-02-12,152,23.7,55.5,0,948,79.0
2009-02-13,157,23.3,70.7,0,944,78.6
2009-02-14,155,23.0,74.3,0,945,78.8
2009-02-15,153,25.1,62.8,0,941,78.4
2009-02-16,147,26.5,51.9,0,905,75.4
2009-02-17,162,27.4,50.8,0,976,81.3
2009-02-18,157,27.3,48.5,0,922,76.9
2009-02-19,156,27.0,47.7,0,1003,83.6
2009-02-20,140,27.9,51.0,0,968,80.6
2009-02-21,109,27.4,56.7,0,911,75.9
2009-02-22,160,26.9,65.9,0,921,76.7
2009-02-23,147,26.7,68.3,1,1003,83.6
2009-02-24,133,25.5,67.0,0,1020,85.0
2009-02-25,154,25.2,73.5,0,978,81.5
2009-02-26,158,26.3,67.1,0,958,79.8
2009-02-27,157,28.1,57.7,0,937,78.1
2009-02-28,162,28.6,49.7,0,952,79.4
2009-03-01,151,28.6,53.1,0,921,76.8
2009-03-02,153,29.3,49.8,0,965,80.4
2009-03-03,133,29.2,49.0,0,887,74.0
2009-03-04,85,28.0,55.3,0,899,74.9
2009-03-05,128,26.4,68.6,0,931,77.6
2009-03-06,154,26.4,67.1,0,970,80.8
2009-03-07,158,27.0,58.7,0,911,75.9
2009-03-08,169,26.0,68.6,0,902,75.1
2009-03-09,144,26.4,69.1,1,1047,87.2
2009-03-10,157,27.5,61.2,0,968,80.6
2009-03-11,147,27.7,69.7,0,1011,84.2
2009-03-12,110,27.8,61.8,0,973,81.1
2009-03-13,161,27.7,64.5,0,954,79.5
2009-03-14,133,27.9,68.8,0,959,79.9
2009-03-15,162,27.8,70.7,0,912,76.0
2009-03-16,150,27.5,68.6,0,884,73.6
2009-03-17,157,28.4,59.3,0,887,73.9
2009-03-18,164,29.0,51.0,0,930,77.5
2009-03-19,164,27.3,62.9,0,994,82.8
2009-03-20,155,26.3,74.8,0,951,79.3
2009-03-21,170,25.9,78.1,0,949,79.1
2009-03-22,153,26.8,72.6,0,894,74.5
2009-03-23,143,28.6,60.8,0,959,80.0
2009-03-24,154,27.3,72.2,0,863,71.9
2009-03-25,132,28.3,66.5,0,1005,83.8
2009-03-26,162,27.8,67.6,0,1044,87.0
2009-03-27,109,26.4,75.2,0,888,74.0
2009-03-28,164,26.8,74.2,0,922,76.8
2009-03-29,162,28.1,73.1,0,889,74.1
2009-03-30,165,29.7,59.4,0,949,79.0
2009-03-31,154,29.3,65.4,0,1014,84.5
2009-04-01,161,30.5,64.8,0,937,78.1
2009-04-02,73,29.6,75.4,0,1017,84.8
2009-04-03,155,30.7,66.6,0,970,80.8
2009-04-04,138,29.5,81.4,0,956,79.6
2009-04-05,141,30.4,68.0,0,887,73.9
2009-04-06,80,32.0,51.4,0,986,82.2
2009-04-07,157,31.3,47.4,1,1027,85.6
2009-04-08,164,28.3,65.7,0,951,79.3
2009-04-09,152,27.6,64.3,0,922,76.9
2009-04-10,167,30.1,51.3,1,1131,94.3
2009-04-11,131,30.8,50.3,0,922,76.8
2009-04-12,153,30.9,53.3,0,939,78.2
2009-04-13,156,30.0,65.8,0,952,79.4
2009-04-14,161,28.5,70.4,0,966,80.5
2009-04-15,153,27.9,73.0,0,951,79.3
2009-04-16,152,28.7,70.3,0,994,82.8
2009-04-17,155,29.0,66.8,0,956,79.7
2009-04-18,155,29.1,67.5,0,990,82.5
2009-04-19,152,28.9,76.4,0,978,81.5
2009-04-20,136,28.5,78.7,0,903,75.3
2009-04-21,157,28.0,77.0,0,969,80.7
2009-04-22,151,28.3,73.0,0,1074,89.5
2009-04-23,158,28.5,72.5,0,1000,83.3
2009-04-24,159,29.7,60.5,0,967,80.6
2009-04-25,132,30.6,55.1,0,960,80.0
2009-04-26,158,29.7,63.1,0,858,71.5
2009-04-27,82,29.1,75.7,0,997,83.1
2009-04-28,159,29.1,77.8,0,969,80.7
2009-04-29,152,28.8,78.8,0,981,81.8
2009-04-30,113,28.6,76.0,0,930,77.5
2009-05-01,142,28.5,75.5,0,993,82.8
2009-05-02,152,28.6,76.7,0,928,77.4
2009-05-03,160,29.1,73.7,0,936,78.0
2009-05-04,152,28.6,75.7,0,963,80.3
2009-05-05,114,28.8,73.0,0,928,77.3
2009-05-06,127,28.3,75.0,0,938,78.1
2009-05-07,159,29.0,72.0,0,920,76.6
2009-05-08,158,29.4,71.8,1,1072,89.3
2009-05-09,126,28.9,73.0,0,1023,85.2
2009-05-10,149,28.4,75.1,0,857,71.4
2009-05-11,123,28.7,73.2,0,960,80.0
2009-05-12,150,28.4,73.1,0,948,79.0
2009-05-13,74,29.0,70.7,0,909,75.8
2009-05-14,101,29.6,66.5,0,970,80.8
2009-05-15,132,29.7,69.0,0,920,76.7
2009-05-16,152,29.5,71.4,0,983,81.9
2009-05-17,158,29.4,68.8,0,923,76.9
2009-05-18,125,29.4,71.7,0,926,77.2
2009-05-19,152,29.7,69.8,0,901,75.1
2009-05-20,148,29.7,70.0,0,938,78.2
2009-05-21,157,29.9,70.7,0,867,72.2
2009-05-22,138,29.8,71.6,0,937,78.1
2009-05-23,165,29.8,70.9,0,956,79.7
2009-05-24,129,30.0,68.3,0,858,71.5
2009-05-25,156,29.8,66.2,0,948,79.0
2009-05-26,114,29.6,67.5,0,934,77.8
2009-05-27,162,29.6,66.4,0,951,79.3
2009-05-28,117,29.9,67.3,0,876,73.0
2009-05-29,155,30.4,64.6,0,935,77.9
2009-05-30,157,30.6,63.7,0,973,81.1
2009-05-31,116,30.3,68.5,0,878,73.2
2009-06-01,109,29.0,80.7,0,861,71.8
2009-06-02,131,29.0,80.8,0,953,79.4
2009-06-03,144,29.4,78.1,0,922,76.8
2009-06-04,85,28.6,83.7,0,926,77.2
2009-06-05,138,28.8,81.6,0,920,76.7
2009-06-06,122,28.9,77.9,0,908,75.6
2009-06-07,152,29.2,76.6,0,883,73.6
2009-06-08,71,29.2,77.4,0,928,77.3
2009-06-09,123,29.7,70.5,0,919,76.6
2009-06-10,153,29.6,69.4,0,939,78.3
2009-06-11,162,29.6,68.6,0,906,75.5
2009-06-12,152,29.6,69.7,0,874,72.8
2009-06-13,152,29.7,68.6,0,862,71.8
2009-06-14,153,29.3,73.1,0,823,68.6
2009-06-15,83,29.2,73.4,0,929,77.4
2009-06-16,152,30.0,69.3,0,968,80.7
2009-06-17,114,29.8,74.6,0,887,73.9
2009-06-18,123,29.7,75.4,0,859,71.6
2009-06-19,95,29.6,75.6,0,908,75.7
2009-06-20,80,28.8,80.0,0,823,68.6
2009-06-21,72,28.8,78.0,0,855,71.3
2009-06-22,80,28.9,75.5,0,935,77.9
2009-06-23,151,27.3,84.2,0,922,76.8
2009-06-24,112,26.9,88.2,0,901,75.1
2009-06-25,76,26.9,87.9,0,908,75.7
2009-06-26,149,26.9,89.3,0,897,74.7
2009-06-27,73,26.7,89.5,0,833,69.4
2009-06-28,108,27.2,88.7,0,837,69.8
2009-06-29,160,26.9,90.6,0,840,70.0
2009-06-30,61,27.5,87.9,0,901,75.1
2009-07-01,95,27.1,89.5,0,989,82.4
2009-07-02,70,26.8,90.7,0,943,78.6
2009-07-03,79,26.6,89.0,0,885,73.8
2009-07-04,99,26.2,90.0,0,850,70.9
2009-07-05,153,26.9,83.2,0,856,71.3
2009-07-06,76,27.0,84.0,0,928,77.4
2009-07-07,78,26.5,91.7,0,930,77.5
2009-07-08,112,26.2,92.5,0,852,71.0
2009-07-09,107,25.6,92.2,0,848,70.7
2009-07-10,43,26.1,92.2,0,927,77.3
2009-07-11,83,26.2,91.6,0,849,70.7
2009-07-12,55,26.7,90.5,0,836,69.7
2009-07-13,20,26.3,90.8,0,836,69.7
2009-07-14,107,26.1,92.2,0,829,69.1
2009-07-15,121,26.3,90.8,0,895,74.5
2009-07-16,130,26.0,90.6,0,861,71.7
2009-07-17,73,26.4,89.7,0,844,70.4
2009-07-18,154,26.7,88.5,0,887,74.0
2009-07-19,104,26.6,88.0,0,832,69.4
2009-07-20,153,26.2,90.9,0,917,76.5
2009-07-21,29,26.0,91.9,0,873,72.8
2009-07-22,153,25.8,92.3,0,855,71.3
2009-07-23,89,25.6,92.6,0,836,69.6
2009-07-24,108,26.1,90.5,0,848,70.6
2009-07-25,137,26.4,89.6,0,822,68.5
2009-07-26,79,26.7,84.8,0,817,68.1
2009-07-27,76,26.3,88.3,0,846,70.5
2009-07-28,94,26.4,88.5,0,845,70.4
2009-07-29,90,26.8,87.1,0,806,67.2
2009-07-30,129,26.6,87.1,0,785,65.4
2009-07-31,64,26.7,86.8,0,903,75.3
2009-08-01,8,26.9,85.3,0,927,77.2
2009-08-02,65,26.6,87.1,0,792,66.0
2009-08-03,82,26.9,84.4,0,888,74.0
2009-08-04,77,26.8,86.2,0,872,72.7
2009-08-05,115,26.9,85.9,0,904,75.3
2009-08-06,88,27.0,86.1,0,825,68.7
2009-08-07,31,26.9,85.9,0,821,68.4
2009-08-08,69,26.8,87.5,0,823,68.6
2009-08-09,104,26.7,86.5,0,725,60.4
2009-08-10,57,26.5,87.5,0,871,72.6
2009-08-11,66,26.3,88.6,0,838,69.8
2009-08-12,97,26.4,89.7,0,894,74.5
2009-08-13,117,26.9,85.8,0,813,67.7
2009-08-14,8,26.8,86.5,1,937,78.1
2009-08-15,33,26.4,87.0,1,917,76.4
2009-08-16,44,26.5,87.1,0,829,69.1
2009-08-17,57,26.9,86.9,0,829,69.1
2009-08-18,105,27.2,85.5,0,851,70.9
2009-08-19,64,27.9,85.9,0,844,70.4
2009-08-20,124,27.5,87.8,0,863,72.0
2009-08-21,66,26.8,86.9,0,850,70.9
2009-08-22,76,26.6,88.3,0,881,73.4
2009-08-23,59,26.7,87.5,0,806,67.2
2009-08-24,143,26.9,85.8,0,801,66.8
2009-08-25,69,26.6,87.0,0,886,73.8
2009-08-26,132,26.9,84.9,0,859,71.6
2009-08-27,80,26.5,88.0,0,826,68.8
2009-08-28,8,26.1,89.9,0,796,66.3
2009-08-29,102,26.1,91.2,0,810,67.5
2009-08-30,58,26.1,91.1,0,786,65.5
2009-08-31,61,26.4,90.0,0,809,67.4
2009-09-01,8,26.6,89.1,0,840,70.0
2009-09-02,65,26.3,90.7,0,833,69.5
2009-09-03,52,25.8,92.0,0,848,70.7
2009-09-04,23,25.8,92.3,0,876,73.0
2009-09-05,90,26.4,89.0,0,858,71.5
2009-09-06,56,26.4,88.7,0,693,57.8
2009-09-07,8,26.4,88.0,0,759,63.2
2009-09-08,64,26.7,87.6,0,835,69.6
2009-09-09,133,27.1,85.4,0,796,66.3
2009-09-10,42,26.6,87.6,0,762,63.5
2009-09-11,153,26.4,86.7,0,842,70.2
2009-09-12,103,26.8,87.2,0,805,67.1
2009-09-13,52,27.5,86.5,0,762,63.5
2009-09-14,8,27.1,88.1,0,791,65.9
2009-09-15,60,27.2,84.9,0,829,69.1
2009-09-16,97,27.3,81.9,0,828,69.0
2009-09-17,31,27.5,79.9,0,787,65.6
2009-09-18,29,28.0,80.8,0,884,73.7
2009-09-19,67,28.1,86.2,0,816,68.0
2009-09-20,114,27.9,84.5,0,790,65.9
2009-09-21,75,27.8,83.3,1,872,72.6
2009-09-22,90,28.1,85.7,0,775,64.6
2009-09-23,57,27.4,88.6,0,771,64.3
2009-09-24,113,27.0,88.1,0,836,69.7
2009-09-25,45,27.5,86.2,0,780,65.0
2009-09-26,37,27.8,84.9,0,825,68.7
2009-09-27,8,27.9,83.5,0,797,66.4
2009-09-28,89,28.2,83.5,1,908,75.7
2009-09-29,71,28.4,83.6,0,852,71.0
2009-09-30,81,28.3,84.8,0,825,68.8
2009-10-01,29,28.8,86.4,0,802,66.9
2009-10-02,58,28.8,88.2,1,837,69.7
2009-10-03,70,28.6,89.5,0,771,64.3
2009-10-04,65,27.4,89.7,0,768,64.0
2009-10-05,45,26.8,89.7,0,751,62.6
2009-10-06,74,27.5,84.6,0,825,68.7
2009-10-07,63,27.0,83.9,0,826,68.8
2009-10-08,14,26.8,82.2,0,859,71.6
2009-10-09,61,26.7,77.5,0,847,70.6
2009-10-10,12,26.3,78.7,0,791,66.0
2009-10-11,69,26.3,79.0,0,779,64.9
2009-10-12,60,27.7,81.6,0,862,71.9
2009-10-13,8,28.0,82.4,0,819,68.3
2009-10-14,8,28.4,79.5,0,880,73.4
2009-10-15,70,28.5,78.6,0,874,72.8
2009-10-16,115,28.6,78.6,0,796,66.3
2009-10-17,46,28.2,78.7,1,965,80.4
2009-10-18,22,27.5,78.6,0,766,63.9
2009-10-19,48,27.3,73.4,0,779,64.9
2009-10-20,131,26.9,77.5,0,846,70.5
2009-10-21,49,27.6,75.9,0,772,64.3
2009-10-22,59,28.3,68.5,0,845,70.4
2009-10-23,123,28.3,65.9,0,896,74.7
2009-10-24,70,27.3,69.2,0,880,73.4
2009-10-25,71,26.5,67.7,0,808,67.3
2009-10-26,71,26.8,64.8,0,804,67.0
2009-10-27,116,27.2,63.5,0,816,68.0
2009-10-28,37,27.4,60.8,0,792,66.0
2009-10-29,93,28.1,58.2,0,852,71.0
2009-10-30,90,27.6,62.2,0,831,69.3
2009-10-31,8,27.2,61.1,0,870,72.5
2009-11-01,88,26.9,61.1,0,793,66.1
2009-11-02,25,27.5,54.1,1,896,74.7
2009-11-03,87,27.5,52.1,0,801,66.7
2009-11-04,88,27.4,53.4,0,835,69.6
2009-11-05,82,27.5,53.9,0,864,72.0
2009-11-06,94,28.0,59.0,0,839,70.0
2009-11-07,31,28.6,63.6,0,822,68.5
2009-11-08,115,28.6,64.0,0,791,65.9
2009-11-09,131,28.3,68.4,0,781,65.1
2009-11-10,123,25.6,84.5,0,797,66.4
2009-11-11,8,24.2,86.9,0,801,66.7
2009-11-12,28,24.5,83.6,0,891,74.3
2009-11-13,33,25.4,87.9,0,850,70.9
2009-11-14,66,25.3,89.1,0,778,64.8
2009-11-15,88,26.3,84.9,0,795,66.2
2009-11-16,21,25.6,87.7,0,875,72.9
2009-11-17,44,26.0,85.8,0,775,64.5
